proyecto,id_expediente,tipo,estado,region,hito_pre_adenda,tiene_icsara,n_pacs,n_adendas,n_icsaras,dias_ingreso_a_admisibilidad,dias_admisibilidad_a_solicitud,dias_solicitud_a_icsara1,dias_icsara1_a_pac1,dias_pre_adenda_a_adenda1,dias_solicitud_a_ice,dias_ultima_adenda_a_ice,dias_ice_a_rca,dias_totales_ingreso_a_rca,dias_habiles_ingreso_a_admisibilidad,dias_habiles_admisibilidad_a_solicitud,dias_habiles_solicitud_a_icsara1,dias_habiles_icsara1_a_pac1,dias_habiles_pre_adenda_a_adenda1,dias_habiles_solicitud_a_ice,dias_habiles_ultima_adenda_a_ice,dias_habiles_ice_a_rca,dias_habiles_totales_ingreso_a_rca
PLANTA PANELES DE YESO Y AMPLIACIÓN CANTERA RUBÍ,2156421131,EIA,Desistido,Región Metropolitana,,False,0,0,0,,,,,,,,,,,,,,,,,,
Centro Logístico Enea,2155147128,EIA,Aprobado,Región Metropolitana,PAC,True,2,3,3,7,0,87,85,409,1092,64,24,1123,5,0,60,58,279,743,44,16,764
Centro Logístico Lo Aguirre,2154733027,EIA,Aprobado,Región Metropolitana,PAC,True,1,3,3,2,0,87,45,288,902,56,29,933,2,0,60,33,196,616,38,20,638
La Castellana,2154585400,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,7,0,42,,85,225,25,32,264,5,0,30,,60,157,18,20,182
PROYECTO INMOBILIARIO DEPARTAMENTAL,2154712048,DIA,Desistido,Región Metropolitana,PAC,True,1,1,2,7,0,42,223,47,,,,,5,0,30,152,31,,,,
Plantel de Engorda de Ganado Bovino Fundo La Cañita-Codigua,2154416694,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,7,1,40,,139,405,27,23,436,5,1,28,,96,278,19,17,301
Parque Fotovoltaico Valentina Solar,2154770113,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,3,0,42,,59,230,23,29,262,3,0,30,,40,160,17,19,182
Ampliación Tauretes,2154759804,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,3,0,41,,140,328,27,25,356,3,0,29,,97,224,18,16,243
Monseñor Eyzaguirre,2154727927,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,7,0,40,,76,202,28,25,234,5,0,28,,53,141,20,16,162
Parque Solar Fotovoltaico Los Maitenes,2154768730,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,6,0,42,,144,452,21,25,483,4,0,30,,101,312,14,16,332
Parque Quilicura,2154813946,DIA,Aprobado,Región Metropolitana,PAC,True,1,2,2,7,0,42,145,26,371,18,26,404,5,0,30,100,17,254,14,18,277
Proyecto Inmobiliario Franklin 352,2154960272,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,6,0,42,,58,279,22,27,312,4,0,30,,41,190,14,18,212
EDIFICIOS VESPUCIO 4453,2154972647,DIA,Aprobado,Región Metropolitana,PAC,True,2,2,2,5,0,42,196,176,611,15,27,643,3,0,30,134,121,418,10,17,438
Operación de Pabellones de Crianza de Cerdos y Planta de Tratamiento de Purines Las Pircas,2155120441,DIA,Desistido,Región Metropolitana,ICSARA,True,0,1,2,11,0,42,,214,,,,,7,0,30,,145,,,,
Obras Parque Deportivo Juegos Panamericanos 2023 - Estadio Nacional,2155060157,DIA,No Admitido a Tramitación,Región Metropolitana,,False,0,0,0,7,,,,,,,,,5,,,,,,,,
"Mejora del desempeño ambiental del sistema de tratamiento de purines mediante biodigestor anaeróbico, y riego de flora nativa de la Granja de Cerdos Porkland",2155126466,DIA,Desistido,Región Metropolitana,,False,0,0,0,,,,,,,,,,,,,,,,,,
Obras de Urbanización Condominio El Golf,2154980205,DIA,Renuncia RCA,Región Metropolitana,ICSARA,True,0,2,2,3,3,39,,60,368,25,25,399,3,1,29,,41,253,19,17,274
Planta Solar Las Torres,2154986622,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,14,3,37,,77,227,28,27,271,10,1,27,,54,157,18,16,184
Ampliación Edificios Plaza Franklin,2155027509,DIA,No calificado,Región Metropolitana,,False,0,0,0,6,0,,,,,,,,4,0,,,,,,,
Centro Logístico Vespucio,2155132866,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,6,0,39,,59,282,27,28,316,4,0,29,,40,193,19,19,216
Proyecto Noviciado - Peralillo,2154777991,DIA,No calificado,Región Metropolitana,,False,0,0,0,32,0,,,,,,,,22,0,,,,,,,
Planta Solar Fotovoltaica Oro y Cielo,2155117958,DIA,No calificado,Región Metropolitana,,False,0,0,0,3,0,,,,,,,,1,0,,,,,,,
Parque Fotovoltaico Chicha Solar,2155189414,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,3,0,39,,61,219,30,26,248,1,0,29,,42,151,20,17,169
Data Center SCL02-SCL03,2155167505,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,3,0,41,,64,183,21,32,218,3,0,29,,45,127,14,20,150
Vicuña Mackenna 2189,2155347709,DIA,Desistido,Región Metropolitana,ICSARA,True,0,0,1,7,0,43,,,,,,,5,0,30,,,,,,
Prat-Eyzaguirre,2155348317,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,6,0,43,,84,225,20,23,254,4,0,30,,58,154,13,15,173
Lo Valledor ? Mercado de Abastos y Outlet,2155431535,DIA,Desistido,Región Metropolitana,ICSARA,True,0,2,2,5,0,42,,55,,,,,3,0,29,,37,,,,
Incorporación de unidad de osmosis inversa al tratamiento de Riles existente,2155284857,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,4,2,47,,90,239,28,25,270,2,2,32,,62,162,18,17,183
"Mejora del desempeño ambiental del sistema de tratamiento de purines mediante biodigestor anaeróbico, y riego de flora nativa de la Granja de Cerdos Porkland",2155206896,DIA,No calificado,Región Metropolitana,,False,0,0,0,20,1,,,,,,,,14,1,,,,,,,
"Ampliación Capacidad de Producción, Planta Quilicura",2155164437,DIA,No calificado,Región Metropolitana,,False,0,0,0,5,1,,,,,,,,3,1,,,,,,,
Nueva Línea 2x110 Kv Alto Melipilla ? Bajo Melipilla Tendido del Primer Circuito,2155431343,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,5,1,42,,103,316,25,25,347,3,1,29,,70,215,19,17,236
Ampliación Waykú,2155416758,DIA,Aprobado,Región Metropolitana,PAC,True,3,2,2,6,1,42,108,147,465,21,26,498,4,1,29,75,98,318,14,18,341
RESTAURANTE PORTALES,2155586352,DIA,Desistido,Región Metropolitana,,False,0,0,0,,,,,,,,,,,,,,,,,,
Ampliación Packing Merquén SpA,2155513625,DIA,No Admitido a Tramitación,Región Metropolitana,,False,0,0,0,7,,,,,,,,,5,,,,,,,,
Modificación Conjunto Armónico Oasis de Riesco,2155528774,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,7,0,43,,39,202,15,23,232,5,0,30,,25,137,11,15,157
Actualización Planta Mamut,2155585668,DIA,Desistido,Región Metropolitana,,False,0,0,0,,,,,,,,,,,,,,,,,,
Proyecto Residencial La Catana,2155565609,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,6,0,43,,276,536,14,26,568,4,0,30,,188,366,8,17,387
"Plataforma de manejo de residuos para reciclaje y valorización energética, COACTIVA SPA",2155642058,DIA,Desistido,Región Metropolitana,,False,0,0,0,6,0,,,,,,,,3,0,,,,,,,
Ampliación y Regularización Planta IDEAL Quilicura,2155457821,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,28,0,83,,59,234,23,21,283,19,0,57,,42,159,16,15,193
Planta Solar El Trigal,2155533156,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,19,0,42,,73,220,32,25,264,12,0,30,,51,150,22,16,178
Extracción Mecanizada Áridos Normalizados Río Maipo Limitada,2155615655,DIA,Desistido,Región Metropolitana,ICSARA,True,0,0,1,7,0,42,,,,,,,5,0,30,,,,,,
Actualización Planta Mamut,2155629719,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,7,0,42,,44,219,28,25,251,4,0,30,,30,149,18,16,169
Ampliación Packing Merquén SpA,2155644628,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,6,1,41,,91,238,20,25,270,3,1,29,,62,161,13,16,181
Parque Solar Fotovoltaico El Paico,2155646254,DIA,No Admitido a Tramitación,Región Metropolitana,,False,0,0,0,7,,,,,,,,,4,,,,,,,,
Parque Fotovoltaico Santa Marta,2155667498,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,3,1,41,,141,349,24,26,379,3,1,29,,95,239,18,16,259
Planta de Despelonado y Secado de Nueces,2155665051,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,4,0,42,,119,308,25,25,337,4,0,30,,80,210,19,17,231
Centro Logístico Laguna Sur,2155638947,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,4,0,42,,84,322,21,26,352,4,0,30,,57,220,15,18,242
Aquiluz Solar,2155644762,DIA,Aprobado,Región Metropolitana,PAC,True,5,2,2,4,0,42,95,69,322,15,26,352,4,0,30,64,44,220,11,18,242
Reubicación Pila N°3,2155604412,DIA,Aprobado,Región Metropolitana,PAC,True,5,2,2,6,0,42,172,77,472,21,25,503,4,0,30,116,53,324,15,16,344
Pedro de Valdivia 4400,2155704331,DIA,Desistido,Región Metropolitana,,False,0,0,0,,,,,,,,,,,,,,,,,,
"Condominios Los Agustinos, Don Manuel y Tres Piedras",2155625933,DIA,Desistido,Región Metropolitana,PAC,True,5,1,1,7,0,43,163,60,,,,,5,0,30,110,40,,,,
Proyecto Lote K Etapa 1 y 2 San Bernardo,2155842624,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,7,1,43,,36,310,24,26,344,5,1,29,,26,212,18,17,235
Ampelo Solar,2155644725,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,9,1,42,,117,286,34,23,319,7,1,28,,79,194,24,17,219
Club Padel Curacaví,2155901788,DIA,Desistido,Región Metropolitana,,False,0,0,0,,,,,,,,,,,,,,,,,,
"Extracción de Áridos  Km 4,5 a 5,5 Ribera sur Río Maipo",2156269603,DIA,Desistido,Región Metropolitana,ICSARA,True,0,2,2,6,0,44,,138,,,,,4,0,30,,91,,,,
Regularizacion Sistema de Riego con Agua tratada de RILES,2155884729,DIA,Desistido,Región Metropolitana,,False,0,0,0,,,,,,,,,,,,,,,,,,
Modificación Sistema de Tratamiento de RILES Viña BPHR,2156294021,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,3,2,42,,79,252,23,23,280,1,1,29,,53,171,17,17,190
"Plataforma de Manejo de Residuos para Reciclaje y Valorización Energética, Coactiva SpA",2156299844,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,3,2,42,,148,358,24,27,390,1,1,29,,99,245,18,17,264
Ampliación de la PTAS Paine,2156277164,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,5,0,43,,258,597,43,31,633,2,0,30,,175,405,30,21,428
Proyecto Línea de Alta Tensión y Subestación Santa Teresa,2155916312,DIA,Aprobado,Región Metropolitana,PAC,True,5,2,2,5,0,43,117,91,429,22,31,465,2,0,30,77,63,293,15,19,314
Proyecto Parque Fotovoltaico Zeus Solar,2156300681,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,4,1,42,,125,316,30,25,346,1,1,29,,83,215,20,17,234
Pedro de Valdivia 4400,2156323626,DIA,Desistido,Región Metropolitana,ICSARA,True,0,1,2,10,1,42,,226,,,,,5,1,29,,155,,,,
PROYECTO HABITACIONAL VICUÑA MACKENNA,2155986602,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,6,0,42,,186,393,21,26,425,3,0,30,,124,269,15,17,289
Condominio Aysén 115 - III,2156299892,DIA,Aprobado,Región Metropolitana,PAC,True,5,2,2,8,0,41,127,96,434,31,32,474,5,0,29,84,67,297,22,19,321
"Segunda Etapa, Obras complementarias Centro Industrial Parque Capital",2156365878,DIA,Aprobado,Región Metropolitana,PAC,True,5,2,2,6,1,42,158,36,707,17,32,746,4,1,29,105,26,481,13,21,507
Edificio Independencia,2156386132,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,5,1,42,,81,343,24,27,376,3,1,29,,52,235,18,17,256
Planta de Transformación de Residuos Agroindustriales Agrícola Regia,2156498335,DIA,Desistido,Región Metropolitana,ICSARA,True,0,0,1,4,0,45,,,,,,,4,0,30,,,,,,
ISA Cerrillos,2156448423,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,6,1,42,,77,206,25,25,238,4,1,29,,50,140,19,17,162
Regularización de Planta Tratamiento de Riles,2156449212,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,2,0,43,,155,415,14,32,449,2,0,30,,104,284,10,19,305
Edificio Maimónides,2156472089,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,7,0,43,,141,260,13,27,294,5,0,30,,94,178,9,17,200
Santuario de la Quebrada,2156521355,DIA,Desistido,Región Metropolitana,PAC,True,5,0,1,6,0,43,131,,,,,,4,0,30,86,,,,,
Parque Fotovoltaico Cousiño,2156496461,DIA,Aprobado,Región Metropolitana,PAC,True,5,2,2,3,0,43,103,49,344,24,25,372,3,0,30,67,34,234,16,17,254
Parque Solar Fotovoltaico El Paico,2156504890,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,3,0,43,,115,400,22,31,434,3,0,30,,75,273,15,19,295
Centro de Almacenamiento de Datos Puente Alto,2156418711,DIA,Desistido,Región Metropolitana,ICSARA,True,0,0,1,7,0,42,,,,,,,5,0,29,,,,,,
Cumbre de Girasoles,2156496518,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,6,1,42,,46,252,22,26,285,4,1,29,,29,172,16,16,193
Estudio Geo Científico Norte,2156493482,DIA,No calificado,Región Metropolitana,,False,0,0,0,7,0,,,,,,,,5,0,,,,,,,
Parque Fotovoltaico El Bautizo,2156645773,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,13,1,40,,211,455,28,26,495,8,1,26,,145,308,18,17,334
Modernización Planta Melifeed,2156455057,DIA,No Admitido a Tramitación,Región Metropolitana,,False,0,0,0,28,,,,,,,,,19,,,,,,,,
Proyecto Planta Solar Santa Isidora,2156683710,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,5,0,44,,142,312,31,25,342,3,0,30,,97,213,21,17,233
Regularizacion Sistema de Riego con agua tratada de RILES,2156687722,DIA,No calificado,Región Metropolitana,,False,0,0,0,6,0,,,,,,,,4,0,,,,,,,
TRANQUE LA CABAÑA,2156750797,DIA,No Admitido a Tramitación,Región Metropolitana,,False,0,0,0,6,,,,,,,,,4,,,,,,,,
Bodegas Almacenamiento Productos de Sustancias Peligrosas,2156255713,DIA,Desistido,Región Metropolitana,,False,0,0,0,,,,,,,,,,,,,,,,,,
TRANQUE LA CABAÑA,2156868596,DIA,Desistido,Región Metropolitana,ICSARA,True,0,2,2,22,0,47,,94,323,18,,,14,0,30,,66,222,14,,
Regularización de Actividades Banco Arenero Preexistente Sociedad Catalán Herrera Hermanos y Cía. Ltda.,2156817670,DIA,No Admitido a Tramitación,Región Metropolitana,,False,0,0,0,7,,,,,,,,,5,,,,,,,,
Centro Logístico Nuevo Maipú,2156899128,DIA,Desistido,Región Metropolitana,ICSARA,True,0,2,2,7,0,47,,217,,,,,5,0,30,,149,,,,
Los Sauces,2156786332,DIA,Desistido,Región Metropolitana,ICSARA,True,0,2,2,7,0,45,,357,682,28,,,5,0,30,,243,463,19,,
Zañartu 1076,2156901999,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,6,0,44,,32,164,23,25,195,4,0,29,,20,111,17,17,132
Parque Solar Polpaico,2156948589,DIA,Desistido,Región Metropolitana,ICSARA,True,0,1,2,7,1,46,,121,,,,,3,1,29,,85,,,,
Aldea del Encuentro,2156937860,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,8,1,44,,28,184,30,26,219,4,1,29,,20,127,22,17,149
Dúcula Solar,2157129745,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,6,1,46,,60,188,21,28,223,2,1,29,,42,129,15,19,151
Centro Logístico Padre Hurtado,2157117908,DIA,Aprobado,Región Metropolitana,PAC,True,4,2,2,8,0,42,88,38,309,28,26,343,4,0,27,60,28,212,20,17,233
Centro de Almacenamiento de Datos Padre Hurtado,2156924955,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,9,0,47,,140,463,23,26,498,5,0,30,,98,314,15,17,336
Centro de acopio con clasificación y separación de residuos Trabún,2156865524,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,22,1,46,,195,385,29,28,436,14,1,29,,135,262,18,18,295
Edificio Brasil 1290,2157136003,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,6,0,43,,153,365,28,26,397,4,0,28,,106,249,18,17,270
Patios de Nibsa,2157169601,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,7,1,44,,127,269,29,25,302,5,1,29,,89,184,19,17,207
Patios de Berlioz,2157169610,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,7,1,44,,119,254,23,27,289,5,1,29,,83,175,17,17,198
Modernización Planta Melifeed,2157265685,DIA,Desistido,Región Metropolitana,ICSARA,True,0,0,1,3,0,98,,,,,,,3,0,66,,,,,,
Ampliación Centro de Distribución Ariztía (CDPO),2156938190,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,13,0,44,,89,227,23,26,266,8,0,30,,61,157,17,16,181
PARQUE SOLAR COLINA,2155857104,DIA,Desistido,Región Metropolitana,ICSARA,True,0,0,1,3,0,46,,,,,,,3,0,30,,,,,,
DIA Centro Logístico Portland,2156843981,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,5,0,44,,203,451,22,24,480,3,0,30,,140,306,14,16,325
Parque Solar Fotovoltaico Las Violetas,2157311880,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,2,1,42,,62,196,11,25,224,2,1,28,,42,134,8,17,154
Regularización planta industrial EDELPA,2157128868,DIA,No calificado,Región Metropolitana,,False,0,0,0,30,0,,,,,,,,21,0,,,,,,,
Proyecto Habitacional Diagonal La Estrella,2157315177,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,5,0,44,,93,249,30,25,279,3,0,30,,65,171,20,17,191
Conjunto Habitacional Viñedos de Alto Jahuel.,2157351434,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,9,1,42,,190,379,23,26,415,5,1,29,,132,259,15,17,282
Vivienda en zona de preservación ecológica,2157547078,DIA,Desistido,Región Metropolitana,,False,0,0,0,,,,,,,,,,,,,,,,,,
Lotes F2 y F3 CPB Cerrillos,2157394572,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,6,1,41,,83,218,22,27,252,4,1,28,,58,152,16,17,174
San Francisco 301,2157607784,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,6,1,42,,62,255,28,26,288,4,1,29,,43,177,20,17,199
PFV Alto Jahuel Solar,2157695433,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,5,1,110,,234,498,14,27,531,3,1,76,,158,340,9,18,362
La Araucaria Norte - Lote RN1,2157847274,DIA,Desistido,Región Metropolitana,,False,0,0,0,,,,,,,,,,,,,,,,,,
La Araucaria Norte - Lote RN1,2157912324,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,3,0,42,,109,253,28,31,287,3,0,29,,75,175,19,19,197
Actualización de Planta Comercializadora de Encurtidos y Aceitunas La Tiltilana,2157933866,DIA,Desistido,Región Metropolitana,,False,0,0,0,6,1,,,,,,,,4,1,,,,,,,
Línea de Alta Tensión Huechuraba,2157949519,DIA,Desistido,Región Metropolitana,,False,0,0,0,5,1,,,,,,,,3,1,,,,,,,
Parque Fotovoltaico Isidora Solar,2157938017,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,5,0,43,,277,629,25,27,661,3,0,30,,187,429,17,16,448
Ampliación Planta de Tratamiento de Aguas Servidas Pomaire,2157846905,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,5,1,42,,263,456,23,26,488,3,1,29,,179,312,17,17,333
Línea de Alta Tensión Padre Hurtado,2157948797,DIA,No calificado,Región Metropolitana,,False,0,0,0,5,1,,,,,,,,3,1,,,,,,,
Regularización Centro Logístico Puerto Madero,2157980543,DIA,Desistido,Región Metropolitana,ICSARA,True,0,2,2,20,0,42,,243,443,25,,,13,0,30,,164,303,18,,
Proyecto Residencial Walker Martínez N°880,2158011351,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,7,0,45,,86,210,22,26,243,5,0,30,,60,145,16,17,167
Centro de Almacenamiento de Datos Huechuraba,2156924976,DIA,Aprobado,Región Metropolitana,PAC,True,1,2,2,5,0,42,100,147,518,23,28,551,3,0,30,70,97,354,17,18,375
DIA PROYECTO -PMGD AGGREKO 01 - Expansión,2157743093,DIA,Desistido,Región Metropolitana,ICSARA,True,0,0,1,2,0,115,,,,,,,2,0,79,,,,,,
"Continuidad Operacional Extracción de Áridos Km 6,5 a Km 8 Ribera Norte Río Maipo",2158474137,DIA,Desistido,Región Metropolitana,PAC,True,1,2,2,7,3,39,123,128,589,27,,,5,1,29,83,86,402,18,,
Implementación sistema de tratamiento de riles Planta Isla de Maipo,2158008154,DIA,Aprobado,Región Metropolitana,PAC,True,1,2,2,28,0,42,102,79,357,29,24,409,19,0,30,70,54,242,19,16,277
Vía Limpia PLUS - Planta Regeneración de Aceites Lubricantes,2158440405,DIA,Aprobado,Región Metropolitana,PAC,True,1,2,2,3,0,42,96,78,426,30,27,456,3,0,30,66,53,291,22,18,312
